# x, y
0.000000000000000000e+00 -8.486394882202148438e+00 
1.999999955296516418e-02 -8.775485992431640625e+00 
3.999999910593032837e-02 -9.027809143066406250e+00 
5.999999865889549255e-02 -9.214464187622070312e+00 
7.999999821186065674e-02 -9.317157745361328125e+00
1.000000014901161194e-01 -9.328289031982421875e+00
1.199999973177909851e-01 -9.250032424926757812e+00
1.400000005960464478e-01 -9.092645645141601562e+00
1.599999964237213135e-01 -8.872190475463867188e+00
1.800000071525573730e-01 -8.607957839965820312e+00
2.000000029802322388e-01 -8.319863319396972656e+00
2.199999988079071045e-01 -8.026082038879394531e+00
2.399999946355819702e-01 -7.741135597229003906e+00
2.599999904632568359e-01 -7.474607467651367188e+00
2.800000011920928955e-01 -7.230576515197753906e+00
3.000000119209289551e-01 -7.007788181304931641e+00
3.199999928474426270e-01 -6.800509929656982422e+00
3.400000035762786865e-01 -6.599936008453369141e+00
3.600000143051147461e-01 -6.395973205566406250e+00
3.799999952316284180e-01 -6.179177284240722656e+00
4.000000059604644775e-01 -5.942611217498779297e+00
4.199999868869781494e-01 -5.683403015136718750e+00
4.399999976158142090e-01 -5.403798580169677734e+00
4.600000083446502686e-01 -5.111572265625000000e+00
4.799999892711639404e-01 -4.819710254669189453e+00
5.000000000000000000e-01 -4.545351505279541016e+00
5.199999809265136719e-01 -4.308077335357666016e+00
5.400000214576721191e-01 -4.127668857574462891e+00
5.600000023841857910e-01 -4.021558761596679688e+00
5.799999833106994629e-01 -4.002211093902587891e+00
6.000000238418579102e-01 -4.074718952178955078e+00
6.200000047683715820e-01 -4.234882354736328125e+00
6.399999856948852539e-01 -4.468015670776367188e+00
6.600000262260437012e-01 -4.748682498931884766e+00
6.800000071525573730e-01 -5.041474342346191406e+00
6.999999880790710449e-01 -5.302876472473144531e+00
7.200000286102294922e-01 -5.484152317047119141e+00
7.400000095367431641e-01 -5.535083770751953125e+00
7.599999904632568359e-01 -5.408333301544189453e+00
7.799999713897705078e-01 -5.064080715179443359e+00
8.000000119209289551e-01 -4.474564552307128906e+00
8.199999928474426270e-01 -3.628141880035400391e+00
8.399999737739562988e-01 -2.532432556152343750e+00
8.600000143051147461e-01 -1.216234445571899414e+00
8.799999952316284180e-01 2.700948715209960938e-01 
8.999999761581420898e-01 1.855970382690429688e+00 
9.200000166893005371e-01 3.453680992126464844e+00 
9.399999976158142090e-01 4.963146209716796875e+00 
9.599999785423278809e-01 6.278208732604980469e+00 
9.800000190734863281e-01 7.293983459472656250e+00 
1.000000000000000000e+00 7.914865493774414062e+00 
